Title,Article Id,Date,Category,Has Audio,Summary,URL
Remix: Brian Flores and Colman Domingo on Black America,1140735363,"December 13, 2022",Podcasts & Shows,True,Colman Domingo and Brian Flores,https://www.npr.org/2022/12/05/1140735363/remix-brian-flores-and-colman-domingo-on-black-america
"Ryan Clark remembers nearly losing the Super Bowl: ""I had tears in my eyes""",1140738700,"December 8, 2022",Podcasts & Shows,True,In the Moment with David Greene,https://www.npr.org/2022/12/05/1140738700/ryan-clark-remembers-nearly-losing-the-super-bowl-i-had-tears-in-my-eyes
Two graphic memoirs explore growing up as a minority in the U.S.,1196977924,"November 24, 2023",Podcasts & Shows,True,"Today's episode features interviews with two highly accomplished artists who've written graphic memoirs about the intricacies of growing up as young men of color in the U.S. First, NPR's Ayesha Rascoe speaks with Pulitzer Prize-winning cartoonist Darrin Bell about",https://www.npr.org/2023/11/24/1196977924/nprs-book-of-the-day-draft-11-24-2023
"'Loot' traces the love, war and art that shaped India's colonial history",1213559734,"November 25, 2023",Podcasts & Shows,True,Knopf,https://www.npr.org/2026/01/01/1213559734/zz-bookoftheday-bonusdraft
'Burn It Down' exposes discrimination and toxicity behind the scenes in Hollywood,1196978441,"November 27, 2023",Podcasts & Shows,True,"As Hollywood was warming up for a summer of labor strikes a few months ago,",https://www.npr.org/2023/11/27/1196978441/nprs-book-of-the-day-draft-11-27-2023
The Last Ride: The Trailer,1163937787,"March 28, 2023",Podcasts & Shows,True,"Two missing. One patrol car. Zero charged. The Last Ride dives deep into the unsettling story of a nearly 20-year-old cold case in Naples, Florida",https://www.npr.org/2023/03/16/1163937787/the-last-ride-the-trailer
"One deputy, two missing men.",1164016620,"April 4, 2023",Podcasts & Shows,True,"Two young men of color disappeared in Naples, Florida, three months apart from the same street nearly two decades ago. The last person they were seen with was a white deputy. Steven Calkins. No one's been arrested or charged for whatever happened to them. Civil rights attorney Ben Crump and filmmaker Tyler Perry join the fight for answers. Could something finally come to light to solve this tragic mystery?",https://www.npr.org/2023/03/16/1164016620/one-deputy-two-missing-men
The disappearance of Terrance Williams,1164071670,"April 11, 2023",Podcasts & Shows,True,"Terrance Williams was 27 when he disappeared. He was pulled over by Collier County Sheriff's Deputy Steven Calkins in January 2004 in Naples, FL, and was never seen again. Calkins said he gave Terrance a ride to a nearby Circle K. His mother and stepfather began their own investigation when the sheriff's office was not initially responsive in trying to find Terrance. Williams was the second man to go missing after last being seen with the same law enforcement officer.",https://www.npr.org/2023/03/16/1164071670/the-disappearance-of-terrance-williams
The disappearance of Felipe Santos,1164020638,"April 4, 2023",Podcasts & Shows,True,"Felipe Santos, a 23-year-old immigrant from Mexico, disappeared after a minor traffic crash in Naples, FL in the fall of 2003. Steven Calkins, the Collier County deputy on the scene, said he gave Felipe a ride to a nearby Circle K gas station. Felipe was never seen again.",https://www.npr.org/2023/03/16/1164020638/the-disappearance-of-felipe-santos
The Polygraphs,1164078439,"April 18, 2023",Podcasts & Shows,True,"Deputy Steven Calkins takes three polygraph tests about the disappearance of Terrance Williams. Inconsistencies between his dispatch calls, his own statements and the polygraphs only bring up more questions. Why didn't Calkins report pulling Terrance over? Was the Cadillac really broken down? What time did this all happen? And, with each polygraph, it's clear that suspicions about Calkins are heating up.",https://www.npr.org/2023/03/16/1164078439/the-polygraphs
Good Guy or Bad Cop?,1169122528,"April 25, 2023",Podcasts & Shows,True,"Who is Steven Calkins? Friends from his past shed light on his life in Ottawa, Illinois before moving to Naples, Florida to become a deputy. What was he like as a cop? Were there any clues that Calkins was the kind of guy who would do something to these men? What was the probability that Calkins meeting both Felipe and Terrance before they vanished was a pure coincidence?",https://www.npr.org/2023/04/10/1169122528/good-guy-or-bad-cop
The Tyler Perry Effect,1169125004,"May 2, 2023",Podcasts & Shows,True,"Media attention can make a big difference when people go missing. But did the local, regional and national media fail these two missing men of color? Why didn't these cases get the same attention early on as cases involving young white women and are there lessons to be learned? Media mogul Tyler Perry has helped bring a spotlight to the disappearances of Terrance Williams and Felipe Santos and has become an advocate for the families.",https://www.npr.org/2023/04/10/1169125004/the-tyler-perry-effect
The investigation and the loose ends,1173938158,"May 9, 2023",Podcasts & Shows,True,"The sheriff's office publicly deflects attention from deputy Steven Calkins, but behind the scenes, they are investigating one of their own. The investigation grows as several agencies join the Collier County Sheriff's Office, including the Florida Department of Law Enforcement and the U.S. Attorney's Office. What did they do to search for evidence in the disappearances of Felipe Santos and Terrance Williams? What clues did they follow? Was the investigation thorough? Impartial? Was it too late?",https://www.npr.org/2023/05/04/1173938158/the-investigation-and-the-loose-ends
Pursuing Justice,1176131735,"May 16, 2023",Podcasts & Shows,True,"The wrongful death lawsuit filed by the family of Terrance Williams comes to an end, but not until after a tense deposition of former deputy Steven Calkins. Civil rights attorney Ben Crump, media mogul Tyler Perry, and the missing men's families and advocates still harbor hope for justice.",https://www.npr.org/2023/05/15/1176131735/pursuing-justice
Patricia Park's new YA novel captures the complexities of race and adolescence,1196978457,"November 29, 2023",Podcasts & Shows,True,"follows a Korean-Argentinian teen's journey to understanding who she is. Through the comfort of her multicultural home in Queens to the hallways of her ultra-woke, elite prep school in Manhattan, Alejandra grapples with academics, the politics of school lunch, and even a microaggression from her own teacher. As author Patricia Park tells",https://www.npr.org/2023/11/29/1196978457/nprs-book-of-the-day-draft-11-29-2023
Stephen Buoro's comic novel follows a young Nigerian man's obsession with whiteness,1196978449,"November 28, 2023",Podcasts & Shows,True,"by Stephen Buoro is one of our favorite books of 2023. It focuses on a 15-year-old boy, Andy Aziza, who lives in Kontagora and uses the framework of superheroes and villains to grapple with the systemic issues in his home country of Nigeria and the African continent as a whole. In today's episode, Buoro speaks with NPR's Camila Domonoske about his protagonist's difficult feelings about his identity and country of origin, and how he balances the darkness of postcolonial violence with light-hearted, teenage issues like high school crushes.",https://www.npr.org/2023/11/28/1196978449/nprs-book-of-the-day-draft-11-28-2023
How Indian migrant workers escaped human trafficking in Mississippi,1196978467,"November 30, 2023",Podcasts & Shows,True,"Today's episode is a true story that reads like a novel. In 2006, author and labor organizer Saket Soni received a call from an Indian migrant worker. He was one of hundreds of men hired by Signal International to fix hurricane-ravaged oil rigs in Mississippi and asked to pay $20,000 under the impression it would go towards green card expenses. But as Soni explains in his new book,",https://www.npr.org/2023/11/30/1196978467/nprs-book-of-the-day-draft-11-30-2023
'The Queen of Dirt Island' captures the bond between women in an Irish family,1213559745,"December 2, 2023",Podcasts & Shows,True,Viking,https://www.npr.org/2026/01/01/1213559745/zz-bookoftheday-bonusdraft
Two National Book Awards finalists take on climate extremes,1196977933,"December 1, 2023",Podcasts & Shows,True,"Today's episode features interviews with two authors whose works are 2023 National Book Awards finalists — one fiction, one nonfiction. Both broach the topic of climate realities, though their books take place hundreds of years apart. First, NPR's Scott Simon chats with Hanna Pylväinen about",https://www.npr.org/2023/12/01/1196977933/two-national-book-awards-finalists-take-on-climate-extremes
Nathan Thrall's book revisits a tragic bus accident in Jerusalem,1196978480,"December 4, 2023",Podcasts & Shows,True,"Today's episode  is a true story that takes place in Jerusalem. In 2012, a bus collided with a semi trailer. Six Palestinian kindergarteners and a teacher burned to death. Abed Salama,, who is the father of one of the children, has to navigate physical and bureaucratic barriers as he searches for his son. In",https://www.npr.org/2023/12/04/1196978480/nathan-thralls-book-revisits-a-tragic-bus-accident-in-jerusalem
"In 'Oath and Honor,' Liz Cheney analyzes Trump's effect on the Republican party",1196978485,"December 5, 2023",Podcasts & Shows,True,"When former Wyoming representative Liz Cheney criticized Donald Trump's presidency, she says she didn't know the Republican party would turn on her. But after losing her leadership role in the party and her bid for reelection, Cheney had to reassess. Her new book,",https://www.npr.org/2023/12/05/1196978485/nprs-book-of-the-day-draft-12-05-2023
Comic Leslie Jones,1197958782,"November 24, 2023",Podcasts & Shows,True,"Leslie Jones says performing stand-up for the first time as a freshman in college felt like putting on a shirt that fit perfectly: ""It was just so natural."" She spoke with Tonya Mosley about the best advice she got, her bittersweet time at",https://www.npr.org/2023/11/24/1197958782/fresh-air-draft-11-24-2023
Revisiting The Music Of The Harlem Hellfighters' Regimental Band,1197958771,"November 23, 2023",Podcasts & Shows,True,"Pianist Jason Moran talks jazz and plays selections from his latest recording, which borrows from the music of James Reese Europe, the composer and musician who led the all-Black Harlem Hellfighters regiment band during WWI. Moran's new album is called",https://www.npr.org/2023/11/23/1197958771/revisiting-the-music-of-the-harlem-hellfighters-regimental-band
"""The Gilded Age"" and the trouble with American period pieces",1197954199,"November 3, 2023",Podcasts & Shows,True,,https://www.npr.org/2023/11/03/1197954199/its-been-a-minute-draft-11-03-2023
Best Of: The EarRegulars / Playwright Larissa FastHorse,1197958829,"November 25, 2023",Podcasts & Shows,True,"We hear some live music and conversation from two of the best traditional jazz musicians around, trumpeter Jon-Erik Kellso and guitarist Matt Munisteri. In 2007, they founded the band The EarRegulars, who play Sunday nights at a very old bar in Greenwich Village called the EAR Inn. They have a new live album",https://www.npr.org/2023/11/25/1197958829/fresh-air-draft-11-25-2023
What restaurant trends tell us about the economy and culture,1197954260,"November 7, 2023",Podcasts & Shows,True,Keith Lee and Noma,https://www.npr.org/2023/11/07/1197954260/its-been-a-minute-draft-11-07-2023
What makes 'The Real Housewives' so addictive? (Classic),1197954194,"October 31, 2023",Podcasts & Shows,True,What makes 'The Real Housewives' peak culture?,https://www.npr.org/2023/10/31/1197954194/its-been-a-minute-draft-10-31-2023
Pressing pause on 'Killers Of The Flower Moon' and rethinking Scorsese's latest,1197954279,"November 14, 2023",Podcasts & Shows,True,Lily Gladstone and Leonardo DiCaprio in Killers of the Flower Moon (2023),https://www.npr.org/2023/11/14/1197954279/pressing-pause-on-killers-of-the-flower-moon-and-rethinking-scorseses-latest
